07;12;328.38604651162785
07;13;337.7745098039215
07;14;335.50000000000006
07;15;216.95593220338992
07;16;28.46779661016949
07;17;88.76101694915253
07;18;72.45932203389832
07;19;20.732203389830506
07;20;11.942372881355933
07;21;2.858536585365853
07;22;0.0
08;00;0.03077777777777779
08;01;0.023650793650793655
08;02;0.013317460317460318
08;03;0.017756410256410258
08;04;0.025138248847926266
08;05;0.02388888888888889
08;06;0.024939153439153438
08;07;4.183911500698506
08;08;46.348372014102296
08;09;133.9639184781584
08;10;216.1755198808469
08;11;286.147263437718
08;12;328.33317056616573
08;13;339.25708037178794
08;14;322.38827887860333
08;15;254.73176599234557
08;16;60.18284619445335
08;17;66.93291416074358
08;18;63.417978544899235
08;19;23.697758337889564
08;20;9.365166569257743
08;21;0.9698480774849563
08;22;0.029500000000000005
08;23;0.02482334869431644
09;00;0.018342151675485006
09;01;0.023567019400352735
09;02;0.02442528735632184
09;03;0.02880131362889984
09;04;0.025432098765432103
09;05;0.020976190476190475
09;06;0.01809523809523809
09;07;0.37619895012967763
09;08;25.39737952908767
09;09;108.21042762517047
09;10;203.64314728229107
09;11;270.85109000584447
09;12;313.7741700759789
09;13;316.67475550360416
09;14;310.55754919150604
09;15;250.96502532631987
09;16;96.62677966101693
09;17;45.23887492694332
09;18;37.697330995519195
09;19;15.547293980128579
09;20;2.515581167169819
09;21;0.021249999999999998
09;22;0.024343185550082105
09;23;0.01590873015873016
10;00;0.0035714285714285718
10;01;0.013333333333333332
10;02;0.013333333333333332
10;03;0.0
10;04;0.00625
10;05;0.013333333333333332
10;06;0.0
10;07;0.016666666666666666
10;08;21.561141867391868
10;09;111.300109585038
10;10;225.66483050847458
10;11;286.0099941554646
10;12;335.7155794245171
10;13;350.6745762711865
10;14;331.13163841807904
10;15;282.80734463276843
10;16;132.14991233196963
10;17;20.0774011299435
10;18;18.150282485875707
10;19;8.312994350282485
10;20;0.7206349206349206
10;21;0.0
10;22;0.016666666666666666
10;23;0.0
